Incident,Date,Offense Type,Premise
84065617,7/3/2017,Criminal Mischief (Habitation) < $1500,Apartment
84066017,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),"Electronics Store, Electrical Supplies"
84077117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84077217,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84078017,7/3/2017,Interfering with Emergency Calls(FamViol),Apartment
84080317,7/3/2017,Criminal Mischief (Unclassified) < $1500,Apartment
84081817,7/3/2017,Investigation - Family Violence,Driveway
84150117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84152317,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment
84181717,7/3/2017,Assault (A/C) Bodily Force (H),Apartment
87246217,7/3/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
83818417,7/3/2017,Investigation - Sexual Assault - Rape,Apartment
83821917,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Other Parking Lot
83822717,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83807217,7/3/2017,Family Violence - Aggravated Kidnapping,Apartment
83801817,7/3/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
83798917,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
83829317,7/3/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
83936017,7/3/2017,Mental Illness,Apartment
83938017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83940117,7/3/2017,Theft - All Other Items (Miscellaneous),Apartment Parking Lot
83690417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
83691117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83742017,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment
83753017,7/3/2017,Fam Viol - Harassment - By Other Means (T),Apartment
83755217,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83763217,7/3/2017,Assault (A/C) Bodily Force (H),Driveway
83763517,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
83768117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83774417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
83853617,7/3/2017,Investigation - Family Violence,Residence or House
83865317,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83868417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Single Occ Resd(House,Townhs,Dplex)"
83884417,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment
83781917,7/3/2017,Investigation - Family Violence,Residence or House
83839317,7/3/2017,Fam Viol - Stalking - By Other Means (T),"Road, Street, or Sidewalk"
83839417,7/3/2017,Investigation - Family Violence,Residence or House
83840417,7/3/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
83848817,7/3/2017,Investigation - Family Violence,Residence or House
83850017,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),Commercial Building
83850517,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
84961717,7/3/2017,Assault (A/C) Bodily Force (H),Residence or House
84306817,7/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
83684017,7/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
83681017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83677817,7/3/2017,Affray (Fighting In A Public Place),Convenience Store Parking Lot
83684617,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Airport Terminal
83786817,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83671817,7/3/2017,Theft - All Other Items (Miscellaneous),Apartment
83676017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83676717,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83667117,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment Parking Lot
83669417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83897017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83914917,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83915117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83906317,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83907417,7/3/2017,Outside Case - Assault,Residence or House
83911217,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
83912017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
84007617,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84013117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84019017,7/3/2017,Investigation - Assault,Residence or House
84022017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84022817,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84026417,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
84029417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84031517,7/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
84106317,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84106817,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Strip Business Center Parking Lot
84107217,7/3/2017,Investigation - Family Violence,Residence or House
84110317,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84116917,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment
84228217,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84800617,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
83659717,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83662517,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83663617,7/3/2017,Mental Illness,Residence or House
83657017,7/3/2017,Investigation - Family Violence,Apartment Parking Lot
83657617,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
83646817,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83647117,7/3/2017,Aggravated Assault (Deadly Weapon),Residence or House
91439117,7/3/2017,Agg Assualt-Injury to Child (Fam Member),Residence or House
84104217,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
84092417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84092517,7/3/2017,Investigation - Family Violence,Residence or House
84086517,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84099017,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84101317,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
84101617,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83993617,7/3/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
83994417,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hotel or Motel Parking Lot
83995517,7/3/2017,Investigation - Family Violence,Apartment
84002517,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84003217,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria Parking Lot
84860017,7/3/2017,Assault (A/C) Bodily Force (H),Residence or House
83942617,7/3/2017,Aggravated Assault (Deadly Weapon),Apartment
83958717,7/3/2017,Affray (Fighting In A Public Place),Apartment
83961117,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83974617,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83977517,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
83982817,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83984717,7/3/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
83986317,7/3/2017,Burglary Habitation,Residence or House
85197117,7/3/2017,Sexual Assault (Force Intercourse),Residence or House
84254217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84256917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84258017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria Parking Lot
84260417,7/4/2017,Investigation - Family Violence,Apartment
84260517,7/4/2017,Fam Viol - Burg of Resid to Commit Assault,Apartment
84262917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84264617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84270817,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84272117,7/4/2017,Aggravated Assault (Deadly Weapon),Bus Stop
84272617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84275917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84276417,7/4/2017,Investigation - Assault,Residence or House
84277817,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment
84376317,7/4/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
84379917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84382117,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84386217,7/4/2017,Burglary Habitation,Apartment
84390317,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84391317,7/4/2017,Violation of a Protective Order,Apartment
84392017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84393017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84505117,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment
84520717,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84525017,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment
84529517,7/4/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
84531917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Gym, Recreat, Club House, Indoor Pool"
84189417,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85421117,7/4/2017,Investigation - Family Violence,Residence or House
84693817,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84700417,7/4/2017,Aggravated Assault (Deadly Weapon),Rental Storage Facility
84337517,7/4/2017,Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
84343417,7/4/2017,Assault (A/C) Bodily Force (H),Residence or House
84350617,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment
84353417,7/4/2017,Fam Viol-Terroristic Threat Other Means(T),"Other, Unknown, or Not Listed"
84356217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84356417,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84362717,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84365517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84366617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84370217,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
84246217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84249017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84327717,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hotel or Motel Parking Lot
84325917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84338917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
92487617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84780217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85185317,7/4/2017,Theft - All Other Items (Miscellaneous),Residence or House
84222917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84224417,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84195817,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84196217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84203117,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84203917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84204117,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84208517,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84209017,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
84211517,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84190917,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84426217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84434217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84447917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84480417,7/4/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
84673917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84115317,7/4/2017,Investigation - Family Violence,Apartment
84117917,7/4/2017,Fam Viol - S.B.Injury - Agg Assault (H),Residence or House
84130017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
114066917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84301617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84301817,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84307917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84319017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
84320017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84321217,7/4/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
84322917,7/4/2017,Fam Viol - Harassment - By Other Means (T),Apartment
84281117,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84287017,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84290217,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84292717,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment
84293017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84294117,7/4/2017,CPS / CAC Juvenile Referral,Residence or House
84295917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84301917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84539917,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84540017,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84546517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84547617,7/4/2017,Investigation - Family Violence,Apartment
84549017,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84550917,7/4/2017,Harassment - By Other Means (T),Apartment
84551517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84552517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
84553617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84563517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
84567317,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84570317,7/4/2017,Investigation - Family Violence,Residence or House
84571517,7/4/2017,Aggravated Assault (Deadly Weapon),Residence or House
84572817,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85575517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84819817,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84487817,7/4/2017,Fam Viol - Agg Assault (Impede Breath) (H),"Road, Street, or Sidewalk"
84504717,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
86623417,7/4/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
88441217,7/4/2017,Fam Viol - Harassment - By Other Means (T),Apartment
88432617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
88348317,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
96823317,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84163517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84179917,7/4/2017,Assault (A/C) Bodily Force (H),Residence or House
84162417,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84165017,7/4/2017,Fam Viol - S.B.Injury - Agg Assault (H),"Hotel, Motel, Inn, Etc."
84173217,7/4/2017,Harassment - By Other Means (T),Apartment
84177617,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
84178617,7/4/2017,Interfering with Emergency Calls(FamViol),Apartment
84140717,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84146217,7/4/2017,Aggravated Assault (Deadly Weapon),Apartment
84412017,7/4/2017,Juvenile Abuse / Referrals,Residence or House
84414717,7/4/2017,Aggravated Assault (Deadly Weapon),Commercial Parking Lot or Garage
84394417,7/4/2017,Theft - All Other Items (Miscellaneous),Residence or House
84404517,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
84407017,7/4/2017,Resist Arrest/Search by Bodily Force (H),Apartment
84407817,7/4/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85397417,7/5/2017,Investigation - Family Violence,Residence or House
85367917,7/5/2017,Fam Viol - Harassment - By Other Means (T),Apartment
84904717,7/5/2017,Aggravated Assault (Deadly Weapon),Residence or House
84893817,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84894617,7/5/2017,Harassment - By Other Means (T),Apartment
84895817,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85037617,7/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
85038817,7/5/2017,Fam Viol - Harassment - By Other Means (T),Apartment
85039417,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85041617,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85041717,7/5/2017,Criminal Mischief (Habitation) < $1500,Apartment
84910317,7/5/2017,Aggravated Assault (Deadly Weapon),Convenience Store Parking Lot
86693617,7/5/2017,Assault (A/C) Bodily Force (H),Residence or House
86101217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85645517,7/5/2017,Investigation - Family Violence,Residence or House
84601317,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84609117,7/5/2017,Fam Viol-Terroristic Threat Other Means(T),"Hotel, Motel, Inn, Etc."
84610317,7/5/2017,Terroristic Threat by Other Means (T),Apartment
84611317,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84616517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84616917,7/5/2017,Sexual Assault (Force Intercourse),Apartment
84620917,7/5/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
84626717,7/5/2017,Assault (A/C) Bodily Force (H),Apartment Parking Lot
84726417,7/5/2017,Fam Viol - S.B.Injury - Agg Assault (H),Freeway Service Road
84845017,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84839417,7/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
84840217,7/5/2017,Aggravated Assault (Deadly Weapon),Apartment
84971517,7/5/2017,Abuse Of A Child (Neglect),Apartment
84973517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84974217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84978617,7/5/2017,Criminal Mischief (Auto) < $1500 Loss,Residence or House
84980517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84982117,7/5/2017,Assault (A/C) Bodily Force (H),Other Parking Lot
84982317,7/5/2017,Investigation - Mental Health/Illness/NPC,Apartment
85239017,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85102517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84944517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
91965117,7/5/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
87044317,7/5/2017,Agg Assualt-Injury to Child (Fam Member),Residence or House
87043817,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84940117,7/5/2017,Investigation - Family Violence,Apartment
84952717,7/5/2017,Investigation - Family Violence,"Vacant Single Occ Resd(House,Townhs,Dplex)"
84955117,7/5/2017,Theft - All Other Items (Miscellaneous),Apartment
84956317,7/5/2017,Theft - All Other Items (Miscellaneous),Apartment
84958117,7/5/2017,Aggravated Assault (Deadly Weapon),Residence or House
84936917,7/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
75098417,7/5/2017,Report Created In Error,Office Building
84651817,7/5/2017,Aggravated Assault (Deadly Weapon),"Hotel, Motel, Inn, Etc."
84629017,7/5/2017,Unlawful Carry - Handgun             (UCW),Apartment
84631117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84631717,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84632717,7/5/2017,Assault (A/C) Bodily Force (H),Apartment
84645317,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84646117,7/5/2017,Aggravated Assault (Deadly Weapon),Apartment
84653317,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85185117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85163517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84768717,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84762117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84794617,7/5/2017,Investigation - Mental Health/Illness/NPC,"Hotel, Motel, Inn, Etc."
84920217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84921117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84923017,7/5/2017,Sexual Assault (Force Intercourse),Apartment
84924917,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
84928017,7/5/2017,Investigation - Family Violence,Other Parking Lot
84930117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85065717,7/5/2017,Fam Viol - S.B.Injury - Agg Assault (H),Apartment
87845717,7/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
86555717,7/5/2017,Theft - All Other Items (Miscellaneous),Apartment
84694617,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84715717,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84691417,7/5/2017,Aggravated Assault (Deadly Weapon),Apartment
84679517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Vehicle/Auto Sales/Lease/Auto Parts Store
84682617,7/5/2017,Capias / Old Warrants / New Traffic,Apartment
84683717,7/5/2017,Investigation - Family Violence,Residence or House
84587717,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84590617,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84590917,7/5/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
84595417,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85413517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84809117,7/5/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
84985717,7/5/2017,Terroristic Threat by Other Means (T),Residence or House
84987117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84989617,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84804017,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84995717,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84997217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85037917,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
84743017,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
84889217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85005217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85010917,7/5/2017,Aggravated Assault (Deadly Weapon),Residence or House
85018217,7/5/2017,Aggravated Assault (Deadly Weapon),Apartment
85023017,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85023217,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85024517,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85027617,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85027817,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
85028017,7/5/2017,Investigation - Assault,Residence or House
85029217,7/5/2017,Aggravated Assault (Deadly Weapon),Apartment
85033117,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Multi-Plex Home (Duplex,Triplex Etc.)"
85464817,7/5/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85464517,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
85463117,7/6/2017,Investigation - Family Violence,Apartment
85463917,7/6/2017,Investigation - Family Violence,Residence or House
85465117,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85214217,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85217317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85203617,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Multi-Plex Home (Duplex,Triplex Etc.)"
85209917,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85491717,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
85495317,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85469417,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
85479917,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
85484817,7/6/2017,Robbery,Apartment
85485317,7/6/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
85592917,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
88502717,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85121717,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85126617,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85134717,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
85135617,7/6/2017,Fugitive (Inside) - Special Crimes,Residence or House
85136617,7/6/2017,Aggravated Assault (Deadly Weapon),Residence or House
85124317,7/6/2017,Violation of a Protective Order,Apartment
85421717,7/6/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
85439617,7/6/2017,Theft - All Other Items (Miscellaneous),Residence or House
85442717,7/6/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
85443417,7/6/2017,Investigation - Family Violence,Residence or House
85761417,7/6/2017,Theft From Person (Unclassified) - Robbery,Commercial Parking Lot or Garage
88463317,7/6/2017,Fam Viol - Harassment - By Other Means (T),Residence or House
85416017,7/6/2017,Investigation - Family Violence,"Other, Unknown, or Not Listed"
