File Name,REGION,INSTITUTION,MALE,FEMALE,TOTAL,Black #,Black %,White #,White %,Latinx #,Latinx %,American Indian #,American Indian %,Asian #,Asian %,Unknown #,Unknown %,TOTAL,Validation Link
Inmate Characteristics Report FY 2021 Q1.pdf,,ECI-A,,360,.,360,258,71.7%,97,26.9%,1,.3%,1,.3%,3,.8%,360,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,,ECI-E,,1336,.,1336,888,66.5%,422,31.6%,2,.1%,3,.2%,21,1.6%,1336,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,,ECI-W,,1176,.,1176,874,74.3%,287,24.4%,4,.3%,3,.3%,8,.7%,1176,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,,EPRU JCI MCIJ MCIW MRDCC SMPRU,,86 1415 703 . 306 92,. . . 523 . .,86 1415 703 523 306 92,64 1125 525 276 208 77,74.4% 79.5% 74.7% 52.8% 68.0% 83.7%,19 273 165 233 93 15,22.1% 19.3% 23.5% 44.6% 30.4% 16.3%,. 1 3 4 1 .,. .1% .4% .8% .3% .,. 5 . 2 . .,. .4% . .4% . .,3 11 10 8 4 .,3.5% .8% 1.4% 1.5% 1.3% .,86 1415 703 523 306 92,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,,TOTAL,,6579,523,7102,5143,72.4%,1850,26.0%,18,.3%,20,.3%,71,1.0%,7102,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,PATX,PATX-M TOTAL,,649 649,. .,649 649,483 483,74.4% 74.4%,151 151,23.3% 23.3%,4 4,.6% .6%,5 5,.8% .8%,6 6,.9% .9%,649 649,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,DPDS,BCBIC MTC YDC TOTAL,,54 34 6 94,4 . . 4,58 34 6 98,47 30 5 82,81.0% 88.2% 83.3% 83.7%,11 4 1 16,19.0% 11.8% 16.7% 16.3%,. . . .,. . . .,. . . .,. . . .,. . . .,. . . .,58 34 6 98,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2021 Q1.pdf,OTHER GRAND,CHDU TOTAL TOTAL,,436 436 15433,27 27 554,463 463 15987,351 351 11537,75.8% 75.8% 72.2%,106 106 4195,22.9% 22.9% 26.2%,1 1 41,.2% .2% .3%,1 1 61,.2% .2% .4%,4 4 153,.9% .9% 1.0%,463 463 15987,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=54df85206db1f256_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,RCI,,1542,.,1542,1150,74.6%,368,23.9%,5,.3%,5,.3%,14,.9%,1542,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,WCI,,1580,.,1580,1168,73.9%,385,24.4%,2,.1%,8,.5%,17,1.1%,1580,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,TOTAL,,7172,.,7172,5128,71.5%,1923,26.8%,18,.3%,32,.4%,71,1.0%,7172,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,EAST,BCCC CMCF DRCF,,216 217 635,. . .,216 217 635,184 151 487,85.2% 69.6% 76.7%,31 61 141,14.4% 28.1% 22.2%,. 1 1,. .5% .2%,1 2 3,.5% .9% .5%,. 2 3,. .9% .5%,216 217 635,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,ECI-A,,375,.,375,277,73.9%,95,25.3%,.,.,1,.3%,2,.5%,375,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,ECI-E,,1295,.,1295,866,66.9%,405,31.3%,1,.1%,3,.2%,20,1.5%,1295,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,ECI-W,,1136,.,1136,851,74.9%,268,23.6%,4,.4%,4,.4%,9,.8%,1136,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,EPRU JCI MCIJ MCIW MRDCC,,64 1475 720 . 433,. . . 485 .,64 1475 720 485 433,42 1155 538 253 287,65.6% 78.3% 74.7% 52.2% 66.3%,21 303 171 218 137,32.8% 20.5% 23.8% 44.9% 31.6%,. 1 3 4 2,. .1% .4% .8% .5%,. 5 . 2 .,. .3% . .4% .,1 11 8 8 7,1.6% .7% 1.1% 1.6% 1.6%,64 1475 720 485 433,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,,SMPRU,,65,.,65,52,80.0%,13,20.0%,.,.,.,.,.,.,65,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,PATX,TOTAL PATX-M TOTAL,,6631 622 622,485 . .,7116 622 622,5143 466 466,72.3% 74.9% 74.9%,1864 141 141,26.2% 22.7% 22.7%,17 4 4,.2% .6% .6%,21 5 5,.3% .8% .8%,71 6 6,1.0% 1.0% 1.0%,7116 622 622,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2021 Q2.pdf,DPDS OTHER GRAND,BCBIC MTC YDC TOTAL CHDU TOTAL TOTAL,,57 64 3 124 309 309 14858,9 . . 9 26 26 520,66 64 3 133 335 335 15378,56 56 2 114 239 239 11090,84.8% 87.5% 66.7% 85.7% 71.3% 71.3% 72.1%,10 6 1 17 86 86 4031,15.2% 9.4% 33.3% 12.8% 25.7% 25.7% 26.2%,. . . . 1 1 40,. . . . .3% .3% .3%,. . . . 3 3 61,. . . . .9% .9% .4%,. 2 . 2 6 6 156,. 3.1% . 1.5% 1.8% 1.8% 1.0%,66 64 3 133 335 335 15378,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,WEST,MCIH,,928,.,928,565,60.9%,236,25.4%,113,12.2%,3,.3%,6,.6%,5,.5%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,MCTC,,1934,.,1934,1325,68.5%,452,23.4%,147,7.6%,3,.2%,6,.3%,1,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,NBCI,,1095,.,1095,878,80.2%,176,16.1%,35,3.2%,2,.2%,3,.3%,1,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,RCI,,1504,.,1504,1108,73.7%,328,21.8%,57,3.8%,4,.3%,5,.3%,2,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,WCI,,1569,.,1569,1156,73.7%,339,21.6%,54,3.4%,2,.1%,9,.6%,9,.6%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,TOTAL,,7030,.,7030,5032,71.6%,1531,21.8%,406,5.8%,14,.2%,29,.4%,18,.3%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,EAST,BCCC,,252,.,252,205,81.3%,44,17.5%,2,.8%,0,.0%,1,.4%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,CMCF,,324,.,324,234,72.2%,81,25.0%,7,2.2%,1,.3%,1,.3%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,DRCF,,640,.,640,479,74.8%,143,22.3%,14,2.2%,1,.2%,2,.3%,1,.2%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,ECI-A,,436,.,436,316,72.5%,107,24.5%,11,2.5%,0,.0%,2,.5%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,ECI-E,,1173,.,1173,789,67.3%,322,27.5%,57,4.9%,1,.1%,3,.3%,1,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,ECI-W,,1113,.,1113,822,73.9%,247,22.2%,36,3.2%,4,.4%,3,.3%,1,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,EPRU,,17,.,17,12,70.6%,5,29.4%,0,.0%,0,.0%,0,.0%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,JCI,,1480,.,1480,1154,78.0%,270,18.2%,47,3.2%,2,.1%,5,.3%,2,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,MCIJ,,641,.,641,466,72.7%,134,20.9%,38,5.9%,3,.5%,0,.0%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,MCIW,,.,455,455,240,52.7%,199,43.7%,7,1.5%,2,.4%,3,.7%,4,.9%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,MRDCC,,238,.,238,168,70.6%,64,26.9%,4,1.7%,1,.4%,0,.0%,1,.4%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,SMPRU,,43,.,43,37,86.0%,6,14.0%,0,.0%,0,.0%,0,.0%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,TOTAL,,6357,455,6812,4922,72.3%,1622,23.8%,223,3.3%,15,.2%,20,.3%,10,.1%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,PATX,PATX-M TOTAL,,590 590,. .,590 590,443 443,75.1% 75.1%,118 118,20.0% 20.0%,23 23,3.9% 3.9%,2 2,.3% .3%,3 3,.5% .5%,1 1,.2% .2%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=19&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,DPDS,BCBIC,,46,6,52,41,78.8%,7,13.5%,3,5.8%,1,1.9%,0,.0%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=20&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,MTC,,43,.,43,36,83.7%,6,14.0%,0,.0%,0,.0%,0,.0%,1,2.3%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=21&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,YDC,,1,.,1,1 100.0%,,0,.0%,0,.0%,0,.0%,0,.0%,0,.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=22&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,,TOTAL,,90,6,96,78,81.3%,13,13.5%,3,3.1%,1,1.0%,0,.0%,1,1.0%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=23&page=0
Inmate Characteristics Report FY 2021 Q3.pdf,OTHER GRAND,CHDU TOTAL TOTAL,,266 266 14333,19 19 480,285 285 14813,205 205 10680,71.9% 71.9% 72.1%,72 72 3356,25.3% 25.3% 22.7%,7 7 662,2.5% 2.5% 4.5%,0 0 32,.0% .0% .2%,1 1 53,.4% .4% .4%,0 0 30,.0% .0% .2%,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8018&row=24&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,WEST,MCIH,927,.,927,570,61.5%,231,24.9%,114,12.3%,2,.2%,5,.5%,5,.5%,927,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,MCTC,1873,.,1873,1291,68.9%,416,22.2%,156,8.3%,2,.1%,6,.3%,2,.1%,1873,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,NBCI,1070,.,1070,864,80.7%,167,15.6%,33,3.1%,2,.2%,3,.3%,1,.1%,1070,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,RCI WCI,1443 1528,. .,1443 1528,1055 1123,73.1% 73.5%,325 331,22.5% 21.7%,53 57,3.7% 3.7%,4 2,.3% .1%,4 8,.3% .5%,2 7,.1% .5%,1443 1528,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,EAST,TOTAL BCCC,6841 305,. .,6841 305,4903 230,71.7% 75.4%,1470 68,21.5% 22.3%,413 6,6.0% 2.0%,12 0,.2% .0%,26 1,.4% .3%,17 0,.2% .0%,6841 305,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,CMCF,259,.,259,195,75.3%,56,21.6%,6,2.3%,1,.4%,1,.4%,0,.0%,259,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,DRCF,685,.,685,522,76.2%,140,20.4%,15,2.2%,2,.3%,4,.6%,2,.3%,685,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,ECI-A,473,.,473,347,73.4%,113,23.9%,11,2.3%,0,.0%,2,.4%,0,.0%,473,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,ECI-E,1083,.,1083,715,66.0%,311,28.7%,52,4.8%,2,.2%,2,.2%,1,.1%,1083,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,ECI-W,1090,.,1090,805,73.9%,243,22.3%,37,3.4%,2,.2%,2,.2%,1,.1%,1090,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,JCI,1586,.,1586,1214,76.5%,306,19.3%,54,3.4%,4,.3%,5,.3%,3,.2%,1586,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,MCIJ,670,.,670,472,70.4%,149,22.2%,43,6.4%,5,.7%,1,.1%,0,.0%,670,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,MCIW,.,444,444,225,50.7%,203,45.7%,7,1.6%,2,.5%,3,.7%,4,.9%,444,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,MRDCC,71,.,71,60,84.5%,10,14.1%,0,.0%,0,.0%,0,.0%,1,1.4%,71,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,PATX,TOTAL PATX-M TOTAL,6222 572 572,444 . .,6666 572 572,4785 432 432,71.8% 75.5% 75.5%,1599 111 111,24.0% 19.4% 19.4%,231 23 23,3.5% 4.0% 4.0%,18 2 2,.3% .3% .3%,21 3 3,.3% .5% .5%,12 1 1,.2% .2% .2%,6666 572 572,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,DPDS,BCBIC MTC,32 38,6 .,38 38,33 34,86.8% 89.5%,4 3,10.5% 7.9%,0 1,.0% 2.6%,0 0,.0% .0%,0 0,.0% .0%,1 0,2.6% .0%,38 38,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,YDC,2,.,2,2,100.0%,0,.0%,0,.0%,0,.0%,0,.0%,0,.0%,2,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,,TOTAL,72,6,78,69,88.5%,7,9.0%,1,1.3%,0,.0%,0,.0%,1,1.3%,78,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2021 Q4.pdf,OTHER GRAND,CHDU TOTAL TOTAL,215 215 13922,18 18 468,233 233 14390,169 169 10358,72.5% 72.5% 72.0%,56 56 3243,24.0% 24.0% 22.5%,7 7 675,3.0% 3.0% 4.7%,1 1 33,.4% .4% .2%,0 0 50,.0% .0% .3%,0 0 31,.0% .0% .2%,233 233 14390,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,WEST,MCIH,949,.,,949,593,62.5%,230,24.2%,115,12.1%,2,,.2%,4,.4%,5,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,MCTC,1962,.,1962,,1334,68.0%,452,23.0%,163,8.3%,2,,.1%,8,.4%,3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,NBCI,1055,.,1055,,852,80.8%,163,15.5%,35,3.3%,,1,.1%,3,.3%,1,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,RCI,1455,.,1455,,1062,73.0%,335,23.0%,47,3.2%,,4,.3%,4,.3%,3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,WCI,1528,.,1528,,1115,73.0%,331,21.7%,64,4.2%,,3,.2%,8,.5%,7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,EAST,TOTAL BCCC CMCF,6949 317 218,. . .,6949,317 218,4956 244 157,71.3% 77.0% 72.0%,1511 66 55,21.7% 20.8% 25.2%,424 5 4,6.1% 1.6% 1.8%,12,0 1,.2% .0% .5%,27 2 1,.4% .6% .5%,19 0 0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY 2022 Q1.pdf,,DRCF,712,.,,712,560,78.7%,127,17.8%,16,2.2%,2,,.3%,4,.6%,3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8018&row=6&page=0
