File Name,REGION,INST,UNDER 17,17,18,19,20,21,22,23,24,25,26-30,31-35,36-40,41-50,51-60,OVER 60,TOTAL,AVERAGE AGE,Validation Link
Inmate Characteristics Report FY 2021 Q2.pdf,,WCI,,.,.,.,3,6,18,16,25,38,24,277,260,221,318,234,140,1580,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,EAST,TOTAL BCCC CMCF DRCF ECI-A ECI-E,,. . . . . .,. . . . . .,8 1 . 2 . .,24 3 1 4 4 3,48 2 4 4 2 9,87 6 1 9 9 16,126 6 3 13 6 22,129 6 7 10 10 29,156 5 2 18 7 32,161 7 6 14 8 37,1230 44 30 108 69 234,1195 30 37 113 65 233,1061 27 47 91 63 167,1417 48 38 121 59 246,1030 26 35 93 57 178,500 5 6 35 16 89,7172 216 217 635 375 1295,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,ECI-W,,.,.,2,7,10,25,22,36,32,35,244,227,168,181,109,38,1136,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,EPRU,,.,.,.,.,.,2,2,2,2,2,10,15,7,14,7,1,64,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,JCI,,.,.,7,1,6,23,21,15,21,33,214,211,187,307,276,153,1475,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,MCIJ,,.,.,1,5,1,8,13,18,12,17,119,126,91,145,107,57,720,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,MCIW,,.,.,.,.,2,5,8,10,16,8,90,106,68,99,51,22,485,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,MRDCC,,.,.,5,12,8,10,18,10,13,18,94,75,62,58,38,12,433,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,,SMPRU,,.,.,.,1,.,2,1,1,2,3,13,15,8,6,11,2,65,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,PATX,TOTAL PATX-M TOTAL,,. . .,. . .,18 1 1,41 9 9,48 12 12,116 17 17,135 14 14,154 9 9,162 14 14,188 15 15,1269 126 126,1253 103 103,986 90 90,1322 123 123,988 62 62,436 27 27,7116 622 622,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,DPDS,BCBIC MTC YDC,,. . .,. . 3,. 1 .,. 2 .,2 2 .,3 1 .,1 5 .,1 2 .,4 3 .,2 6 .,16 7 .,12 14 .,8 8 .,9 7 .,5 5 .,3 1 .,66 64 3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,OTHER,TOTAL CHDU TOTAL,,. . .,3 . .,1 . .,2 1 1,4 5 5,4 6 6,6 6 6,3 9 9,7 19 19,8 11 11,23 66 66,26 68 68,16 59 59,16 50 50,10 29 29,4 6 6,133 335 335,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2021 Q2.pdf,GRAND,TOTAL,,.,3,28,77,117,230,287,304,358,383,2714,2645,2212,2928,2119,973,15378,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=747fe4d85788c589_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,WEST,MCIH,,.,.,5,14,12,15,16,16,22,26,153,144,128,167,144,66,928,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,MCTC,,.,.,2,7,16,30,36,59,52,56,339,309,294,352,259,123,1934,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,NBCI,,.,.,1,2,2,5,5,8,13,17,139,197,189,278,176,63,1095,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,RCI,,.,.,1,7,7,17,34,25,26,34,275,283,201,270,218,106,1504,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,WCI,,.,.,1,2,4,15,16,26,35,26,278,252,227,320,224,143,1569,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,EAST,TOTAL BCCC,,. .,. .,10 1,32 1,41 5,82 7,107 5,134 4,148 11,159 5,1184 56,1185 41,1039 31,1387 51,1021 27,501 7,7030 252,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,CMCF DRCF,,. .,. .,. 3,3 3,2 4,4 7,6 13,11 15,9 20,6 20,53 103,58 118,63 83,53 120,46 96,10 35,324 640,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,ECI-A ECI-E ECI-W EPRU,,. . . .,. . . .,. 2 2 .,. 3 7 .,5 9 11 .,6 11 19 1,8 23 22 1,12 25 39 .,8 35 34 2,12 37 37 .,72 206 221 2,86 206 214 4,71 151 172 1,75 215 186 3,61 167 108 3,20 83 41 .,436 1173 1113 17,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,JCI,,.,.,5,1,7,18,23,17,18,24,219,212,183,312,285,156,1480,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,MCIJ,,.,.,.,5,1,5,13,16,11,9,98,106,90,133,103,51,641,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,MCIW,,.,.,.,.,.,4,8,9,12,10,85,101,57,93,54,22,455,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,MRDCC,,.,.,1,.,2,4,6,4,6,7,44,40,43,41,30,10,238,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,,SMPRU TOTAL,,. .,. .,. 14,. 23,. 46,. 86,1 129,1 153,3 169,1 168,7 1166,11 1197,7 952,3 1285,7 987,2 437,43 6812,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,PATX,PATX-M TOTAL,,. .,. .,. .,5 5,11 11,16 16,16 16,12 12,8 8,15 15,116 116,111 111,85 85,113 113,58 58,24 24,590 590,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,DPDS OTHER,BCBIC MTC YDC TOTAL CHDU TOTAL,,. . . . . .,. . 1 1 . .,. . . . . .,1 4 . 5 1 1,. 1 . 1 3 3,. 2 . 2 6 6,. 4 . 4 3 3,. 3 . 3 9 9,2 1 . 3 12 12,5 1 . 6 12 12,9 8 . 17 65 65,11 4 . 15 46 46,7 4 . 11 61 61,8 4 . 12 43 43,6 7 . 13 20 20,3 . . 3 4 4,52 43 1 96 285 285,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2021 Q3.pdf,GRAND,TOTAL,,.,1,24,66,102,192,259,311,340,360,2548,2554,2148,2840,2099,969,14813,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=8b2f34105a2dba7a_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,MCTC,.,.,2,8,10,32,37,48,62,40,310,302,297,357,246,122,1873,39.0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,NBCI,.,.,.,2,4,4,5,7,14,15,137,192,185,272,169,64,1070,41.3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,RCI,.,.,2,6,10,17,36,21,25,36,253,255,194,263,211,114,1443,39.8,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,WCI,.,.,1,.,6,12,18,25,31,29,255,248,224,313,220,146,1528,41.0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,TOTAL,.,.,9,24,46,77,113,124,156,139,1104,1140,1031,1371,994,513,6841,40.1,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,EAST,BCCC,.,.,3,1,10,8,9,7,8,5,62,55,37,58,34,8,305,36.3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,CMCF,.,.,.,1,4,3,3,7,6,8,42,44,46,46,40,9,259,38.6,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,DRCF,.,.,3,3,5,9,8,18,19,16,115,130,93,135,98,33,685,38.7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,ECI-A,.,.,.,.,2,2,13,8,18,9,85,103,71,85,56,21,473,38.1,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,ECI-E,.,.,1,3,5,14,12,22,23,25,183,193,152,219,150,81,1083,39.9,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,ECI-W,.,.,.,10,12,19,23,44,37,31,216,205,159,174,115,45,1090,36.6,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,JCI,.,.,3,5,8,19,25,18,21,27,238,218,213,332,295,164,1586,42.2,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,MCIJ,.,.,.,4,4,4,11,13,16,16,105,115,83,133,113,53,670,40.6,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,MCIW,.,.,.,1,.,1,11,7,10,13,75,101,61,90,53,21,444,38.7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,MRDCC,.,.,2,.,3,2,1,2,3,2,13,12,11,11,4,5,71,36.2,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,PATX,TOTAL PATX-M TOTAL,. . .,. . .,12 1 1,28 5 5,53 8 8,81 19 19,116 17 17,146 8 8,161 10 10,152 13 13,1134 106 106,1176 114 114,926 83 83,1283 108 108,958 57 57,440 23 23,6666 572 572,39.4 36.8 36.8,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,DPDS,BCBIC MTC YDC,. . .,. . 2,. 1 .,2 1 .,. 1 .,1 1 .,1 5 .,. . .,1 . .,1 1 .,11 6 .,4 8 .,8 7 .,6 4 .,2 3 .,1 . .,38 38 2,34.6 32.9 17.0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=16&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,OTHER,TOTAL CHDU,. .,2 .,1 .,3 .,1 .,2 2,6 3,. 6,1 9,2 15,17 45,12 42,15 43,10 40,5 24,1 4,78 233,33.3 36.4,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=17&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,,TOTAL,.,.,.,.,.,2,3,6,9,15,45,42,43,40,24,4,233,36.4,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=18&page=1
Inmate Characteristics Report FY 2021 Q4.pdf,GRAND,TOTAL,.,2,23,60,108,181,255,284,337,321,2406,2484,2098,2812,2038,981,14390,39.5,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=29e1d12f335dda0_3abff4f8a2b47ed6&schid=8036&row=19&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,WEST,MCIH MCTC,. .,. .,4 3,10,4,18 14,14 29,14 37,28 58,20 59,24 51,154 335,148 332,,137 291,165 365,145 254,74 124,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,NBCI,.,.,.,,.,4,3,6,5,13,15,124,193,,183,277,168,64,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,RCI WCI,. .,. .,. 1,,6 5,14 5,17 12,26 24,33 31,27 26,32 35,247 235,263 254,,193 229,251 309,227 214,119 148,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,EAST,TOTAL BCCC,. .,. .,8 3,25,6,55 7,75 10,107 6,155 5,145 11,157 7,1095 61,1190,1033 58,47,1367 61,1008 24,529 11,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,CMCF,.,.,.,,.,3,5,3,3,5,8,25,,38,43,41,35,9,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,DRCF,.,.,4,,5,9,12,11,16,14,25,128,127,,93,145,84,39,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,ECI-A,.,.,.,,.,2,1,12,14,10,14,86,104,,79,94,56,23,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,ECI-E,.,.,.,,5,1,15,17,23,28,23,172,207,,143,215,156,78,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,ECI-W JCI,. .,. .,1 3,,8 8,12 9,16 20,27 25,31 21,41 18,33 25,212 228,210 231,,159 204,190 342,114 297,50 177,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=8&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,MCIJ,.,.,.,,3,9,6,12,11,16,16,100,124,,89,135,111,55,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=9&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,MCIW,.,.,.,,1,1,1,6,9,9,18,74,115,,57,96,56,20,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=10&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,,MRDCC,.,.,2,,1,3,3,4,4,5,3,15,,21,10,11,4,1,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=11&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,PATX,TOTAL PATX-M TOTAL,. . .,. . .,13 2 2,37,6 6,56 10 10,89 18 18,123 17 17,137 14 14,157 7 7,172 6 6,1101 113 113,1235 119 119,,924 73 73,1330 119 119,937 62 62,463 22 22,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=12&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,DPDS,BCBIC MTC YDC,. . .,. . 8,1 2 .,,1 2 .,1 1 .,4 1 .,5 4 .,1 3 .,3 2 .,4 1 .,25 10 .,,12 13 .,14 7 .,15 4 .,4 5 .,2 2 .,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=13&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,OTHER,TOTAL CHDU TOTAL,. . .,8 . .,3 . .,,3 . .,2 2 2,5 4 4,9 2 2,4 5 5,5 6 6,5 11 11,35 35 35,,25 36 36,21 41 41,19 31 31,9 19 19,4 3 3,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=14&page=1
Inmate Characteristics Report FY 2022 Q1.pdf,GRAND TOTAL,,.,8,26,71,125,,191,258,315,320,351,2379,2605,2092,,2866,2035,1021,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=59fad66a72b805c4_3abff4f8a2b47ed6&schid=8036&row=15&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,WEST,MCIH,.,.,.,6,14,13,10,30,21,21,149,156,128,156,141,74,919,39.8,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=0&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,MCTC,.,.,3,11,21,26,43,46,61,62,328,336,288,384,262,122,1993,38.8,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=1&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,NBCI,.,.,.,.,4,2,7,4,11,16,119,193,173,276,167,68,1040,41.7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=2&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,RCI,.,.,1,6,13,22,27,33,25,32,253,264,181,259,231,115,1462,39.7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=3&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,WCI,.,.,.,6,10,10,32,33,26,31,228,262,219,319,205,153,1534,40.9,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=4&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,EAST,TOTAL BCCC CMCF DRCF,. . . .,. . . .,4 4 . 4,29 4 . 5,62 8 6 8,73 13 6 14,119 5 4 20,146 6 4 22,144 8 6 14,162 8 13 25,1077 78 30 135,1211 61 42 135,989 54 40 116,1394 57 49 133,1006 27 31 79,532 14 8 40,6948 347 239 750,40.0 36.0 37.9 37.5,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=5&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,ECI-A,.,.,2,.,2,2,14,13,9,15,84,73,76,106,58,31,485,39.2,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=6&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,ECI-E,.,.,.,4,6,13,17,26,20,29,176,227,154,217,153,85,1127,39.7,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=7&page=1
Inmate Characteristics Report FY 2022 Q2.pdf,,ECI-W,.,.,1,7,10,18,29,23,44,29,225,227,168,188,119,52,1140,37.0,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=faf4779f08b9f5df_3abff4f8a2b47ed6&schid=8036&row=8&page=1
